comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
AL20240813113300-219850,AL20240813113300,Sis-plau,Fa 1 mes,,"No sé si ets un innocent o tu fas, a la batllia has dit?",,5,2
AL20240813113300-219825,AL20240813113300,MAT,Fa 1 mes,,"En realitat és una llei del club. La cessió forçosa és fum, no s'aplica enlloc i encara menys es farà aquí, amb els nostres inficients administració i tribunals. El mercat de lloguer el controlen en realitat els grans patrimonis familiars d'aquí, que naturalment no es toquen a la llei. I els pisos turístics i la inversió extrangera són qui pagaran el mort.",,18,0
AL20240813113300-219853,AL20240813113300,Perico,Fa 1 mes,,Els pisos turiatics no pagarem cap.mort. els farem pisos pastera 500 euros x persona fins el maxim que digui la celula d'habitabilitat. Aixi que entre 4000 i 5000 euros al mes i despedint a tots els treballadors que tenim ara i a tocarse la minga xk no haurwm de fer checkins ni bugaderies ni res. Sera tot net,,8,9
AL20240813113300-219804,AL20240813113300,Prou,Fa 1 mes,,Al club hia menbres de la cordinadora,,14,3
AL20240813113300-219803,AL20240813113300,Prou,Fa 1 mes,,"Tot mentires fotre propaganda rés mês ,",,9,0
AL20240813113300-219801,AL20240813113300,Ex-votant DA,Fa 1 mes,,"Si ni empresaris, ni propietaris ni Coordinadora de l’Habitatge volen la llei òmnibus, per què segueix endavant?",,11,1
AL20240813113300-219792,AL20240813113300,Politijutges,Fa 1 mes,,"40 denúncies són moltes, per abusar de les persones necessitades, sense grans patrimonis, vaja treballadors com la majoria, JUSTICIA, a veure si arriba.",,9,5
AL20240813113300-219787,AL20240813113300,Tinc 10 pàrquings,Fa 1 mes,,"Abusos? Abusos Andorra? No homen no, el que ha de fer la plebe, es treballar i callar, però treballar ehhhhhhhhhhh, sense fi, i el dia 30 o 31 no tindre un euro, i als 65, 67, 69, o 71 anys, morir-se.",,14,4
AL20240813113300-219785,AL20240813113300,Naturalment que la immigració té una incidència,Fa 1 mes,,"SOBRE LA MEITAT PERO ELS PRIMER ELS POLITICS AL PODER  Naturalment que la immigració té una incidència molt gran amb tot això com la té amb el sector laboral i salarial.  Gent que es posant 15 ho 20 a un pis pagant 100 i pocs euros cada un  ( cap problema per ells pagar 1.500 ho 2000 euros) s'ofereixen per treballar per sota del sou mínim i si convé il·legal ja que molts estant il·legals, imposible que un currículum d'aquí sigui aceptar tenim el 2 ho 3 a preu de 1, tot això fa DESPLOMAR els salaris ( ara està passant amb perfils baixos i sense formació, aviat pujarà a altres perfils). SENYORS QUE LA GENTIO ES DE COTOLENGO, MES NEFASTA IMPOSSIBLE, ANDORRA TE UN TOPE I UN LIMIT I ESTA TOT SATURAT, DES DE ESCOLES, HOSPITAL, CONSULTES MEDIQUES, QUE NO PAREN DE DEIXAR ENTRA I TOT AL DIA AMB ALS PUTOS ESTUDIS DE CARREGA MANIPULATS PER JUSTIFICAR UN DESASTRE ( QUAN TOTES AQUESTES TORRES I TOT LO ALTRE ACABI NO CAURA UNA GOTA DE AIGUA PER ELS GRIFOS) CARRETERES COL·LAPSADES, AQUEST ESTIU LA TEMPERATURA AL CENTRE DE ANDORRA ES MES ALTA QUE MAI,  JA NO  CIRCULA EL AIRE AMB TANT I TANT EDIFICI, si senyors andorrà té un màxim de 70 mil habitants i no aquest despropòsit que no es més que per enriquir els polítics i els seus ASOCIATS, fàstic fot aquests despropòsit de país que el seu futur gràcies a tot això no és més que col·lapsar per unes ments caduqués i distorsionades",,19,2
AL20240813113300-219784,AL20240813113300,Resident,Fa 1 mes,,"Òbviament, si cada any arriben diversos milers de nous residents i no es construeixen nous habitatges de lloguer (a causa de l'excessiva intervenció del govern al mercat, ningú vol fer això), en algun moment simplement deixa d'haver-hi prou apartaments per a tothom. La demanda només supera l'oferta. A més, molts nous immigrants estan disposats a llogar apartaments per a 10 persones i pagar-ne més en conseqüència. Resulta que no hi ha apartaments, i els que en queden són aptes només per a aquells que estiguin disposats a viure amb 10 persones. I també n'hi ha molt pocs. Què passarà amb aquesta taxa de creixement demogràfic d'aquí a 10 anys? I a 20? Seguir culpant els propietaris de tot?  No entenc per què el coordinador fa els ulls grossos davant la principal causa dels problemes d'habitatge al país. Potser serveixi els interessos dels grans empresaris que segueixen portant “esclaus” al país i esperen expropiar els apartaments d'altres persones per assentar-los. I per això cal seguir culpant els propietaris de tots els problemes i continuar el flux d'immigrants al país. Doncs bé, els motius del coordinador són clars.  És una llàstima, però aquest home no representa els interessos de la classe treballadora si advoca per la continuació de la migració incontrolada.",,15,0
AL20240813113300-219834,AL20240813113300,Analitzeu a on acabarem si així no s'atura,Fa 1 mes,,"Totalment d'acord això ens explotarà a la cara de tots   andorra té un tope i un límit i tot el problema no es més que d'aquest desastre de govern que ens porta a tots de cap a la ruïna, aquí la gent dols veu el problema del habitatge però no allarguen a veure que això fa DESPLOMAR també salaris i saturació  de altres  serveis, fer 300 edificis amb 2 anys quan no es tenia de haver fet més de 10 per any es una bogeria que requereix de una empastifada de immigració  que si sagues fet sols els 10 amb una tercera part hagués estat suficient, andorra necesito dels immigrants però no aquest despropòsit per enriquir als del club i els seus ASOCIATS, penos tot plegat I ho pagarem tots molt car, no es el privat el culpable, es uns polítics nefastos I incompetens que sols han treballar per el seu benefici",,11,0
AL20240813113300-219780,AL20240813113300,lol,Fa 1 mes,,"Les denúncies per twitter no serveixen, s'ha d'anar a la batllia.",,11,1
AL20240813113300-219819,AL20240813113300,Ha on,Fa 1 mes,,"OO si si clar clar, la ciutadania no denuncia per què no vol, tots tranquils, tot va bé.",,0,4
AL20240802124300-218325,AL20240802124300,Òs Cabrejat,Fa 1 mes,,"Uiii el Govern treballa per als particulars! Doncs exactament com a la Europa que ens volem ajuntar, l'Europa de les multinacionals i 300 milions de consumidors descerebrats; ja no hi han persones al mon, desperteu!",,0,0
AL20240802124300-218300,AL20240802124300,La prova del cotó,Fa 1 mes,,Simptomàtic que les primeres figures nacionals siguin dues de les més grans fortunes de base patrimonial  del país: Espot i Ensenyat.,,2,0
AL20240802124300-218255,AL20240802124300,pi,Fa 1 mes,,"Lo important és que a la hora de les eleccions, tots els partits deixin ben clar el seu posicionament...per respectar al màxim les regles democràtiques a diferència de DA i el que després fa realment.",,4,1
AL20240802124300-218239,AL20240802124300,Roger,Fa 1 mes,,"És un país molt liberal i ara aquest capitalisme superneoliberal que impera al món dona ales a que les grans fortunes facin d'Andorra una Disneylandia de l'especulació i com no tens poder de votar a altres que a aquests, a la merda la pseudodemocràcia andorrana.",,3,2
AL20240802124300-218226,AL20240802124300,Prou,Fa 1 mes,,Millonaria del club peste Aquesta,,4,0
AL20240802124300-218206,AL20240802124300,Ciutadana,Fa 1 mes,,"A mi el que m’emprenya molt és que aquests “polítics” no paren d’omplir-se la boca amb la sostenibilitat, la conservació de la natura, bla, bla, bla i no paren de fer despesa inútil, sous brutals i de trinxar tot el país. Sou un verí! No miren pel bé de tots i no utilitzen bé els diners.",,18,0
AL20240802124300-218234,AL20240802124300,Josep,Fa 1 mes,,A la Massana a sobre del Bar del Commencal estan fent una guapa! Busca el POUP...,,2,0
AL20240802124300-218193,AL20240802124300,Soytuamigo,Fa 1 mes,,? Como pede ser que todavía estemos en tinieblas ..en lo referente a los alquileres?.. andará el resto de Europa por el siglo XL..y aqui estaremos por el XXI.. Mientras tanto la pobre gente trabajadora y con familia pagando alquileres desorbitados..los que sacan el pais adelante..no los zanganos.. youtubers..que compran casas y cuando hagan su dinero..levantan ..el vuelo.. !! Miren. Si es muy facil..!! Estudios a 300€..pisos con habitación aparte375€...s.de 2 habitaciones 450 u 500€..de 3 habitaciones 600 a 700€..de 4 habitaciones 850..!! Y se acabó!!..un  minimo de 300€ un maximo de .900€ ..cuando acaben con esto . Miren también los supermercados..cada dia ..cada dia suben los precios...hoy de esto mañana de aquello..! Por favor .y las marcas blancas al mismo precio..ahora todo es mas barato en España que aquí..!! Nunca había pasado esto en Andorra..por favor señores ..que la comida tambien es un bien necesario..no un lujo..! Ya esta bien..!! A veces pienso que no estoy en Andorra..hoy compro..en un establecimiento..algo y a los 3 dias tiene otro precio..a los diez dias otro precio..y todo cada vez mas caro,,21,4
AL20240731104900-218171,AL20240731104900,Prou,Fa 1 mes,,"Lo de sempre , meitat pisos amics club",,0,0
AL20240731104900-217888,AL20240731104900,oli,Fa 1 mes,,"Algun dia ens toparem amb la realitat, que no podem mantindre tan organisme, instituts i sa mare...",,7,1
AL20240731104900-217862,AL20240731104900,A pagar,Fa 1 mes,,"INH, un altre tinglado per fer pujar el preu del lloguer i viure del cuento 4 .... no tenim remei.  Cuanta gent ha col.locat aquest govern per guanyar eleccions?",,5,3
AL20240731104900-217841,AL20240731104900,Observador,Fa 1 mes,,Aviat el tema mes consultat sera quin advocat andorra trrballa a estrasburg. La de pleits i indemnitzacipns k os cauran x apropiacio indebuda no os ho podeu ni imaginar. I apart caminar x el carrer amb tothom mirantvos amb mala cara fins la fi dels vostres dies..sou uns lladres expropiadors. Espero k surti un partit d’extrema dreta i desfaci tot ho k heu fet i os caigui el.pel,,6,4
AL20240731104900-217897,AL20240731104900,andorrà,Fa 1 mes,,"El teu psicoleg hem comenta que avui no has anat a la sessió, estas bé?",,1,2
AL20240731104900-217885,AL20240731104900,Observador 2,Fa 1 mes,,"A veure... No saps ni el que parles... Que té a veure les mesures adoptades per Govern amb l'Institut Nacional de l'Habitatge...  En primer lloc, millor informar-se abans d'escriure perquè fas el ridicul. Vinga a sopar i a dormir...",,1,2
AL20240729184300-217633,AL20240729184300,Oscar,Fa 1 mes,,"Dones d alta la llum programes els els endolls, pq s encenguin i un copa a la setmana mous les persianas!!!! Ja no et treuen res",,8,1
AL20240729184300-217691,AL20240729184300,Jociutadana,Fa 1 mes,,"Si Oscar, això és el que fan ells amb el seus pisos buits per no autoexpropiar-se'ls. Ho sé del cert. Mira la cara que posen ells mateixos a la roda de premsa, també per això abans eren 6000 pisos i ara 1900...",,4,0
AL20240729184300-217643,AL20240729184300,Perico,Fa 1 mes,,"Exacte oscar. Pero al que te un pis turistic i viu d'aixo i fa un servei impecable al turista, a aauest si li treuen el seu negoci i el deixan sensw feina",,3,7
AL20240729184300-217619,AL20240729184300,Extrema esquerra,Fa 1 mes,,Mesures d'extrema esquerra. Amb aqueta forma de pensar i inseguretat jurídia no perilla que s'assenti maig la inversió estrangera no especulativa a Andorra.,,8,3
AL20240729184300-217609,AL20240729184300,Fashion slave,Fa 1 mes,,"""rescatar per la força"" quina por",,12,0
AL20240729184300-217603,AL20240729184300,Realitat,Fa 1 mes,,S'han begut l'enteniment.,,12,1
AL20240729184300-217583,AL20240729184300,Perico,Fa 1 mes,,Govern de lladres expropiadors comunistes. Os portare al tribunal de.l'haya x apropiacio indebuda. Ni os imagineu la de.milios que hareu de pagar en indemnitzacions x destruir negocis [eghuts] l'estat fara fallida amb tanta indemnitzacio,,29,11
AL20240729184300-217554,AL20240729184300,Toni,Fa 1 mes,,"El 15% de cessió als comuns per a suposats pisos socials, aparcaments, parcs, llars d’infants…on han anat a parar? Us ho heu gastat en salaris i festes majors… i ara la culpa es dels particulars que en el seu dia van comprar un pis i ara els obliguen a cedir. Zero responsabilitat politica. Fa 4 anys parlaveu de 6000 pisos buits, ara 1900, en 2 anys només seran 400… però no passa res… i aquests son els mateixos que diuen que hemde votar l’acord amb europa? Uau…quina confiança…",,28,0
AL20240729184300-217545,AL20240729184300,Sergi,Fa 1 mes,,Torres que tambe preu asequible,,12,0
AL20240729184300-217534,AL20240729184300,EL CAPELLÀ AL QUARTO,Fa 1 mes,,"Escaldes 11,35 Eur m2 ..? Mi habitación ronyosa en un 4° piso sin ascensor,en un edificio mas viejo que yo,y ya estoy jubilado,mide 12 m2 o sea, 4m x3m Pago hace anyos  480' Eur mes El m2 me sale a 40' Euros  Cobro el salario base... ¿Debería denunciar a alguien?",,15,2
AL20240729184300-217528,AL20240729184300,Clarquesi,Fa 1 mes,,"Vinga va! Sempre excuses! Ells han estat al poder des d’aquesta catastrofe. Ara què dieu què? Estic buscant pis fa ANYS i això no para de pujar i pujar i pujar i pujar. Lloguer i compra, no em crec res!",,21,0
AL20240729184300-217526,AL20240729184300,JUST A QUESTION,Fa 1 mes,,"I JUST HAVE A QUESTION.   Ami com a ciutadà andorrà me pica molt la curiositat i tinc ganes de preguntar de forma molt RESPETUOSA però al mateix temps molt directa perquè com a ciutadà andorrà ja estic cansat de moltes coses. Vist la gran recaptació que a aportat al estat tota aquesta inversió estrangera immobiliària voldria saber si algun polític llegeix aquest comentari, ON HAN ANAT A PARAR TANTS MILIONS QUE S'HAN RECAPTAT AMB FORMA DE TRIBUTS, TAXES O LO QUE LI VOLGUEU DIR, A ON? són molts milions durant aquets ultims 12 anys que per el contrari no es veuen revertits cap a la població de ninguna forma, i no parlo de ajudes de afers socials que ja se que se'n donen moltes però no sempre tampoc com caldria i amb la preferència que correspondria. Normalment la feina de un bon polític es fer que el benestar de la seva població CREIXI i no MINVAR com es el cas d'aquí, no és tracta de quan el CABREIG de la gent ja surt per les orelles anar corregen a compra 4 edificis que cauen a trossos i pagar-los a preu d'or on encara algú i fa l'agost sense compta la reforma que també costarà una picotada que pagarem entre tots, es tracta de quan les aigües estan calmades re-invertir tot lo recaptat en benefici del poble sense esperar que la sang bulli i a corre cuita improvisar sense mirar qui casca pèl mig. Doncs res la pregunta ja està al aire, crec que no he faltat a ningú però mereix una",,26,1
AL20240729184300-217518,AL20240729184300,Exvotant de DA,Fa 1 mes,,"DA porta més de 10 anys al poder i no ha fet res per garantir aquesta funció social. Així que davant la seva flagrant incompetència, la única solució és vulnerar el dret a la propietat privada dels propietaris de pisos buits i de lloguers temporals, creant una evident inseguretat jurídica. DA=extrema esquerra",,33,5
