index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
1980,DI20240926061600-16712488,DI20240926061600,Perdoni?,"9/25/2024, 9:59:28 PM",2024-09-25 21:59:28,La Sra Montaner encara treballa al món immobiliari?,,,,article,habitatge,"Montaner critica Govern, Concòrdia i el PS per voler legislar sense dades d’habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i el PS per voler legislar sense dades d’habitatge La Sra Montaner encara treballa al món immobiliari?"
1981,DI20240926061600-17064284,DI20240926061600,Coutadana,"9/26/2024, 2:08:46 AM",2024-09-26 02:08:46,Comentari fastigós! Així va el país!,16712488,,,article,habitatge,"Montaner critica Govern, Concòrdia i el PS per voler legislar sense dades d’habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i el PS per voler legislar sense dades d’habitatge Comentari fastigós! Així va el país!"
1982,DI20240925095500-16569531,DI20240925095500,Lol,"9/25/2024, 8:52:21 PM",2024-09-25 20:52:21,La única que val la pena ! Tot els demès no valen rès ! ,,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge La única que val la pena ! Tot els demès no valen rès ! "
1983,DI20240925095500-16397185,DI20240925095500,andorrà imparcial,"9/25/2024, 11:37:35 AM",2024-09-25 11:37:35,"Andorra Endavant fotrà una empenta cap endavant...uff. Si ja va sorprende en les últimes eleccions, al tanto les següents.. ",,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Andorra Endavant fotrà una empenta cap endavant...uff. Si ja va sorprende en les últimes eleccions, al tanto les següents.. "
1984,DI20240925095500-16390995,DI20240925095500,JFK,"9/25/2024, 3:52:28 AM",2024-09-25 03:52:28,Un cop mes populisme pur i dur al que ens té acostumats aquesta senyora.,,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Un cop mes populisme pur i dur al que ens té acostumats aquesta senyora."
1985,DI20240925095500-16392375,DI20240925095500,Lol,"9/25/2024, 5:54:13 AM",2024-09-25 05:54:13,"Claro populista el que quiere usar su cerebro y sentido común. Es mejor ser uno perdido y dejarse llevar por la corriente. Luego serás el primero a llorar cuando te impongan impuestos, obligaciones que vayan en contra de todo sentido común. Tranquilo vamos por buen camino para estampar nuestras cabezas contra una pared ",16390995,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Claro populista el que quiere usar su cerebro y sentido común. Es mejor ser uno perdido y dejarse llevar por la corriente. Luego serás el primero a llorar cuando te impongan impuestos, obligaciones que vayan en contra de todo sentido común. Tranquilo vamos por buen camino para estampar nuestras cabezas contra una pared "
1986,DI20240925095500-16392149,DI20240925095500,Bot,"9/25/2024, 5:38:33 AM",2024-09-25 05:38:33,El seu comentari és el més semblant a un Bot del des-govern.,16390995,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge El seu comentari és el més semblant a un Bot del des-govern."
1987,DI20240925095500-16396014,DI20240925095500,Lol,"9/25/2024, 10:10:45 AM",2024-09-25 10:10:45,"Claro más bot serás tú. Que no sabe que existe un cerebro para pensar, reflexionar, aprender y ver lo que no se tiene que hacer. Si no tienes sentido común problema tuyo.",16392149,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Claro más bot serás tú. Que no sabe que existe un cerebro para pensar, reflexionar, aprender y ver lo que no se tiene que hacer. Si no tienes sentido común problema tuyo."
1988,DI20240925095500-16390536,DI20240925095500,Una escletxa de llum,"9/25/2024, 2:58:14 AM",2024-09-25 02:58:14,"Gracies Sra Montaner , x fi veig que algu d aquest govern diu  alguna cosa coherent, i  demostra com  a minim sentit comu , reflexio i genera dubtes, per les fatals  consequencies que de ben segur tindran aquestes noves lleis que el Sr Espot ja ens ha avançat fermament que NO HI HA MARXA ENRERA . No sap l alleujament que sento, al menys hi ha algu en aquest govern que realment esta compromes amb el futur de tots els ciutadans i del nostre pais . GRACIES 🥰",,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Gracies Sra Montaner , x fi veig que algu d aquest govern diu  alguna cosa coherent, i  demostra com  a minim sentit comu , reflexio i genera dubtes, per les fatals  consequencies que de ben segur tindran aquestes noves lleis que el Sr Espot ja ens ha avançat fermament que NO HI HA MARXA ENRERA . No sap l alleujament que sento, al menys hi ha algu en aquest govern que realment esta compromes amb el futur de tots els ciutadans i del nostre pais . GRACIES 🥰"
1989,DI20240925095500-16390251,DI20240925095500,Fer les coses ben fetes!,"9/25/2024, 2:17:38 AM",2024-09-25 02:17:38,"Felicitats a la Sra. Montaner i a AE un cop més! Aquí , ""el món polític "" no ens té acostumats a parlar clar i vetllar pel benestar ciutadà i a Fer les coses amb cap i peus, ben fonamentat, AIXI ES COM ES FAN LES COSES BEN FETES!",,,,article,habitatge,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","[ARTICLE TITLE] Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge Felicitats a la Sra. Montaner i a AE un cop més! Aquí , ""el món polític "" no ens té acostumats a parlar clar i vetllar pel benestar ciutadà i a Fer les coses amb cap i peus, ben fonamentat, AIXI ES COM ES FAN LES COSES BEN FETES!"
1990,DI20240925054800-16389799,DI20240925054800,Super mediocres,"9/25/2024, 1:10:10 AM",2024-09-25 01:10:10,Polítics nefastos i ineptes ,,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Polítics nefastos i ineptes 
1991,DI20240925054800-16389254,DI20240925054800,Jove andorrà,"9/24/2024, 11:42:03 PM",2024-09-24 23:42:03,Els joves ja ens donem per vençuts. D'aquí 5-10 anys la societat andorrana estarà composta per gent de 45 anys cap a dalt... i no serà pas per la baixa natalitat. ,,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Els joves ja ens donem per vençuts. D'aquí 5-10 anys la societat andorrana estarà composta per gent de 45 anys cap a dalt... i no serà pas per la baixa natalitat. 
1992,DI20240925054800-16388989,DI20240925054800,35 anys Peter Pan,"9/24/2024, 10:44:10 PM",2024-09-24 22:44:10,"Estem construint una generació d'assistits, veritables joguines trencades. Més que ajudes, els nostres joves necessiten oportunitats dins un sistema més just i equitatiu.",,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,"[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Estem construint una generació d'assistits, veritables joguines trencades. Més que ajudes, els nostres joves necessiten oportunitats dins un sistema més just i equitatiu."
1993,DI20240925054800-16388956,DI20240925054800,Mama vull ser política,"9/24/2024, 10:38:34 PM",2024-09-24 22:38:34,Vacances familiars pagades a la villa olímpica. ,,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Vacances familiars pagades a la villa olímpica. 
1994,DI20240925054800-16388691,DI20240925054800,Bona feina,"9/24/2024, 9:53:09 PM",2024-09-24 21:53:09,Gràcies a les accions del govern. Els joves ja no necessiten ajuda. Cobren un bon salari i tenen accés a un habitatge digne. Encara que hi hagi gent que digui el contrari.,,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Gràcies a les accions del govern. Els joves ja no necessiten ajuda. Cobren un bon salari i tenen accés a un habitatge digne. Encara que hi hagi gent que digui el contrari.
1995,DI20240925054800-16388922,DI20240925054800,El club,"9/24/2024, 10:32:35 PM",2024-09-24 22:32:35,"Ironitzes, o vius a la lluna o univers DA.",16388691,,,article,habitatge,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,"[ARTICLE TITLE] Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen Ironitzes, o vius a la lluna o univers DA."
1996,DI20240924130700-16386558,DI20240924130700,Il·luminats,"9/24/2024, 3:33:07 PM",2024-09-24 15:33:07,Es volen carregar tota l'economia! Aquesta gent empobriran el país i es dedicaran a repartir la misèria!,,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Es volen carregar tota l'economia! Aquesta gent empobriran el país i es dedicaran a repartir la misèria!
1997,DI20240924130700-16383700,DI20240924130700,Ciao,"9/24/2024, 11:00:33 AM",2024-09-24 11:00:33,"Pais de izquierdosos, transfiero mis millones a luxemburgo y me largo. Suerte con los perroflautas",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Pais de izquierdosos, transfiero mis millones a luxemburgo y me largo. Suerte con los perroflautas"
1998,DI20240924130700-16385543,DI20240924130700,Ciao ciao,"9/24/2024, 1:37:19 PM",2024-09-24 13:37:19,Bon viatge !,16383700,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Bon viatge !
1999,DI20240924130700-16385250,DI20240924130700,Les dues Andorra,"9/24/2024, 1:11:12 PM",2024-09-24 13:11:12,Venuts I traïdors varen confiar en vosaltres.,16383700,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Venuts I traïdors varen confiar en vosaltres.
2000,DI20240924130700-16385188,DI20240924130700,RAGNAR,"9/24/2024, 1:04:02 PM",2024-09-24 13:04:02,Que pesats aquests que no pareu de dir que marxeu.,16383700,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Que pesats aquests que no pareu de dir que marxeu.
2001,DI20240924130700-16384374,DI20240924130700,BON VIATGE,"9/24/2024, 11:59:00 AM",2024-09-24 11:59:00,👋🏻👋🏻👋🏻....💪🏻🇦🇩💪🏻,16383700,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general 👋🏻👋🏻👋🏻....💪🏻🇦🇩💪🏻
2002,DI20240924130700-16383626,DI20240924130700,Alex,"9/24/2024, 10:53:30 AM",2024-09-24 10:53:30,"Si Concòrdia governa, Andorra anirà directe cap al Socialisme. Tothom marxarà d'aquest país i repartireu la misèria, com al 2013 que no tenieu ni cinc.",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Si Concòrdia governa, Andorra anirà directe cap al Socialisme. Tothom marxarà d'aquest país i repartireu la misèria, com al 2013 que no tenieu ni cinc."
2003,DI20240924130700-16384529,DI20240924130700,BON VIATGE,"9/24/2024, 12:10:02 PM",2024-09-24 12:10:02,L'únic que heu aportat al país a sigut destrucció social a les famílies.,16383626,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general L'únic que heu aportat al país a sigut destrucció social a les famílies.
2004,DI20240924130700-16387060,DI20240924130700,Alex,"9/24/2024, 4:52:18 PM",2024-09-24 16:52:18,"Crec que tens una confusió notable. Els nouvinguts ni han fet les torres, ni les fonts de colors, ni t'han robat els calers que tenies estalviats.",16384529,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Crec que tens una confusió notable. Els nouvinguts ni han fet les torres, ni les fonts de colors, ni t'han robat els calers que tenies estalviats."
2005,DI20240924130700-16384809,DI20240924130700,jaa,"9/24/2024, 12:31:37 PM",2024-09-24 12:31:37,"Si que ho trobararieu a faltar si passa, perque no hi haurà un duro per a tanta festa de subvencions, ajudes, sanitat, pensions etc. No saber la història d'Andorra et porta a parlar amb ignorància, Andorra sempre ha millorat per la gent d'afora, gent amb diners i sense diners que han prosperat perque s'ho van currar bé.",16384529,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Si que ho trobararieu a faltar si passa, perque no hi haurà un duro per a tanta festa de subvencions, ajudes, sanitat, pensions etc. No saber la història d'Andorra et porta a parlar amb ignorància, Andorra sempre ha millorat per la gent d'afora, gent amb diners i sense diners que han prosperat perque s'ho van currar bé."
2006,DI20240924130700-16381988,DI20240924130700,Sebas,"9/24/2024, 8:37:35 AM",2024-09-24 08:37:35,"Podriem indexar el numero de permisos de quota general al % de poblacio activa que treballa a l administracio publica, comuns i parapublica.... si el sector public no para d absorvir treballadors, el privat s ofega i el barco sencer s enfonsa.",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Podriem indexar el numero de permisos de quota general al % de poblacio activa que treballa a l administracio publica, comuns i parapublica.... si el sector public no para d absorvir treballadors, el privat s ofega i el barco sencer s enfonsa."
2007,DI20240924130700-16381582,DI20240924130700,Sergio,"9/24/2024, 8:07:16 AM",2024-09-24 08:07:16,"Andorra está canviant molt a pitjor pero crec qué ve imposat per Espanya i França sobretot, i Unió Europea. No tenim tanta independencia com creiem.",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Andorra está canviant molt a pitjor pero crec qué ve imposat per Espanya i França sobretot, i Unió Europea. No tenim tanta independencia com creiem."
2008,DI20240924130700-16382919,DI20240924130700,Desperta,"9/24/2024, 9:53:06 AM",2024-09-24 09:53:06,Npi,16381582,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Npi
2009,DI20240924130700-16380630,DI20240924130700,Vililla,"9/24/2024, 6:55:54 AM",2024-09-24 06:55:54,Uns punkipijos indocumentats ,,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Uns punkipijos indocumentats 
2010,DI20240924130700-16379449,DI20240924130700,HABITATGES DIGNES,"9/24/2024, 5:13:17 AM",2024-09-24 05:13:17,"CONCÒRDIA, necessitem que agafeu el timó del país i amb l'ajuda del PS redreçar-lo, perquè aquest govern ens ha portat a unes aigües turbulentes que esta ofegant a la població per la mala gestió del capità i la seva tripulació.",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general CONCÒRDIA, necessitem que agafeu el timó del país i amb l'ajuda del PS redreçar-lo, perquè aquest govern ens ha portat a unes aigües turbulentes que esta ofegant a la població per la mala gestió del capità i la seva tripulació."
2011,DI20240924130700-16382273,DI20240924130700,Sicofants,"9/24/2024, 8:58:31 AM",2024-09-24 08:58:31,Hala! ,16379449,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Hala! 
2012,DI20240924130700-16381920,DI20240924130700,"Sí, però...","9/24/2024, 8:33:09 AM",2024-09-24 08:33:09,Sortirem del foc per caure en les brases.,16379449,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Sortirem del foc per caure en les brases.
2013,DI20240924130700-16381246,DI20240924130700,Carme,"9/24/2024, 7:41:49 AM",2024-09-24 07:41:49,+2,16379449,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general +2
2014,DI20240924130700-16380838,DI20240924130700,Jordi,"9/24/2024, 7:08:52 AM",2024-09-24 07:08:52,+1,16379449,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general +1
2015,DI20240924130700-16379162,DI20240924130700,Sandra,"9/24/2024, 4:46:21 AM",2024-09-24 04:46:21,"Molt bé concòrdia voleu limitar la quota general !!!! Com no sou ni empresari ni res semblan així anem, sou igual que Andorra endevant empresaris d’èxit jajajajja quin fart de riure.",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Molt bé concòrdia voleu limitar la quota general !!!! Com no sou ni empresari ni res semblan així anem, sou igual que Andorra endevant empresaris d’èxit jajajajja quin fart de riure."
2016,DI20240924130700-16382997,DI20240924130700,Desperta,"9/24/2024, 10:01:12 AM",2024-09-24 10:01:12,Digues que si maca. Que els portin de fora que cobren una miseria i treballen com el cul. Ja fa dies que t'han calat. T'estimes ben poc el teu pais. Primer la pela i els demes que es fotin. Arribara un día que plorareu els.temps en qué els negocis els portaven el pares i els avis. Tu i els teus foteu el.pais a.la.merda,16379162,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Digues que si maca. Que els portin de fora que cobren una miseria i treballen com el cul. Ja fa dies que t'han calat. T'estimes ben poc el teu pais. Primer la pela i els demes que es fotin. Arribara un día que plorareu els.temps en qué els negocis els portaven el pares i els avis. Tu i els teus foteu el.pais a.la.merda
2017,DI20240924130700-16380495,DI20240924130700,Espavilada del día,"9/24/2024, 6:44:41 AM",2024-09-24 06:44:41,"I tant a tu que té portin esclaus 2 a preu de 1 i  els d'aquí al atur, digues que si espavilada, paga sous decents a gent d'aquí I veuràs com trobes gent que de cara al públic ja no és veu ningú del país i menys que parli català",16379162,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general I tant a tu que té portin esclaus 2 a preu de 1 i  els d'aquí al atur, digues que si espavilada, paga sous decents a gent d'aquí I veuràs com trobes gent que de cara al públic ja no és veu ningú del país i menys que parli català"
2018,DI20240924130700-16382157,DI20240924130700,Andorra,"9/24/2024, 8:50:48 AM",2024-09-24 08:50:48,Tens tota la raó! Només volen esclaus. ,16380495,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Tens tota la raó! Només volen esclaus. 
2019,DI20240924130700-16380944,DI20240924130700,Au,"9/24/2024, 7:17:25 AM",2024-09-24 07:17:25,"Quin sou decent vols pagar si no deixen portar ningú, llegeix! Aquesta gent s'han venut als perroflautes del sud això està clarísim. ",16380495,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Quin sou decent vols pagar si no deixen portar ningú, llegeix! Aquesta gent s'han venut als perroflautes del sud això està clarísim. "
2020,DI20240924130700-16381813,DI20240924130700,Bona excusa que tens,"9/24/2024, 8:24:57 AM",2024-09-24 08:24:57,Amb 5000 que tens de nous encara no en tens prou?  ,16380944,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Amb 5000 que tens de nous encara no en tens prou?  
2021,DI20240924130700-16381799,DI20240924130700,Bona excusa que tens,"9/24/2024, 8:24:11 AM",2024-09-24 08:24:11,"A la gent d'aquí en lloc dels de fora, es tant fàcil com posar gent del país perquè tot lo que arriba els teniu de forma perquè no tenen ni idea de res el 90 per cent, doncs formeu als d'aquí que almenys us parlen idiomes, demaneu a govern  que fàsin una escola de formació profesional amb cara i ulls per formar, lampistes, electricista, fusters, paletes, fornes, pastissers, tot el que calgui i prou de portar mals de cap al país ",16380944,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general A la gent d'aquí en lloc dels de fora, es tant fàcil com posar gent del país perquè tot lo que arriba els teniu de forma perquè no tenen ni idea de res el 90 per cent, doncs formeu als d'aquí que almenys us parlen idiomes, demaneu a govern  que fàsin una escola de formació profesional amb cara i ulls per formar, lampistes, electricista, fusters, paletes, fornes, pastissers, tot el que calgui i prou de portar mals de cap al país "
2022,DI20240924130700-16379054,DI20240924130700,Ja seria hora,"9/24/2024, 4:34:55 AM",2024-09-24 04:34:55,"Ja seria hora de aturar aquesta bogeria de immigració que apart de fer DESPLOMAR salaris, donar un servei inexistent amb català, bloquejar feina per la gent d'aquí I tensionar al màxim el tema habitatge no aportar cap valor afegit, prou desnonats sense cap formació i comenceu a pensar amb ingenyiers, investigadors, tècnics etc si voleu que empreses tecnològiques vinguin aquí",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Ja seria hora de aturar aquesta bogeria de immigració que apart de fer DESPLOMAR salaris, donar un servei inexistent amb català, bloquejar feina per la gent d'aquí I tensionar al màxim el tema habitatge no aportar cap valor afegit, prou desnonats sense cap formació i comenceu a pensar amb ingenyiers, investigadors, tècnics etc si voleu que empreses tecnològiques vinguin aquí"
2023,DI20240924130700-16380047,DI20240924130700,2 a preu de 1,"9/24/2024, 6:04:27 AM",2024-09-24 06:04:27,"Aquesta gent treballant per mil euros ho menys 12 hores al dia i amb negre, els cv's de la gent d'aquí a les escombraries i tots el atur, sense cobertura sanitària, sense futur i sense cap programa de treballs per els major de 45 anys, gràcies a la super ministra Marsol que a deixat a molta gent amb el cul al aire i sense cap futur ",16379054,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Aquesta gent treballant per mil euros ho menys 12 hores al dia i amb negre, els cv's de la gent d'aquí a les escombraries i tots el atur, sense cobertura sanitària, sense futur i sense cap programa de treballs per els major de 45 anys, gràcies a la super ministra Marsol que a deixat a molta gent amb el cul al aire i sense cap futur "
2024,DI20240924130700-16378993,DI20240924130700,Carme,"9/24/2024, 4:27:57 AM",2024-09-24 04:27:57,"Molt bé Sr, Escale! Serà el proper cap de govern d’Andorra, limitacions ja ",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Molt bé Sr, Escale! Serà el proper cap de govern d’Andorra, limitacions ja "
2025,DI20240924130700-16378975,DI20240924130700,Pepe,"9/24/2024, 4:26:05 AM",2024-09-24 04:26:05,"Aquests nens amb els estómacs ben plens estan pixant fora de test tota l estona. En quin món viviu ? Penseu que els propietaris o promotors  faran pisos amb totes aquestes restriccions ? Quin serà el pròxim pas ? La expropiació ? Esteu malament del magí de veritat . O sigui no voleu turisme, no voleu inversió estrangera, no voleu nous residents … llavors quin es el vostre model de país ? De que us penseu que viu el país ? Segurament amb les vostres mesures la població acabi baixant cap als 70 o 65k persones amb un nivell d impostos elevadíssims per a pagar el funcionariat i les pensions i els serveis ? Doncs a privatitzar es clar : aquest es el futur del país amb les vostres mesures il·luminats ! ",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Aquests nens amb els estómacs ben plens estan pixant fora de test tota l estona. En quin món viviu ? Penseu que els propietaris o promotors  faran pisos amb totes aquestes restriccions ? Quin serà el pròxim pas ? La expropiació ? Esteu malament del magí de veritat . O sigui no voleu turisme, no voleu inversió estrangera, no voleu nous residents … llavors quin es el vostre model de país ? De que us penseu que viu el país ? Segurament amb les vostres mesures la població acabi baixant cap als 70 o 65k persones amb un nivell d impostos elevadíssims per a pagar el funcionariat i les pensions i els serveis ? Doncs a privatitzar es clar : aquest es el futur del país amb les vostres mesures il·luminats ! "
2026,DI20240924130700-16379851,DI20240924130700,Josep,"9/24/2024, 5:50:24 AM",2024-09-24 05:50:24,No se de que es pensen que viu una part de la població andorrana o resident.. si se'n va a la merda ell viuran de la seva herencia gegant per haver venut els terrenys de la padrina.. estan jugant al monopoly sense cap coneixement,16378975,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general No se de que es pensen que viu una part de la població andorrana o resident.. si se'n va a la merda ell viuran de la seva herencia gegant per haver venut els terrenys de la padrina.. estan jugant al monopoly sense cap coneixement
2027,DI20240924130700-16379681,DI20240924130700,Vosté si que s'equivoca,"9/24/2024, 5:34:27 AM",2024-09-24 05:34:27,70.000 ? es pot baixar fins i tot fons a 50.000 habitants que és el sostre per viure bé. El demès turisme i treballadors visquent fora d'Andorra,16378975,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general 70.000 ? es pot baixar fins i tot fons a 50.000 habitants que és el sostre per viure bé. El demès turisme i treballadors visquent fora d'Andorra
2028,DI20240924130700-16383478,DI20240924130700,Mr,"9/24/2024, 10:40:09 AM",2024-09-24 10:40:09,"Retallant molt el gasto social si, sanitat i pensions fer-ho mig privat. Llavors si. ",16379681,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Retallant molt el gasto social si, sanitat i pensions fer-ho mig privat. Llavors si. "
2029,DI20240924130700-16379586,DI20240924130700,Carina,"9/24/2024, 5:26:00 AM",2024-09-24 05:26:00,Home el que està clar es que el model d’Estat que ha generat DA amb instituts i cosssos especials per tot arreu no s’aguanta. Sigui la esquerra o la dreta algú hi ha de fer alguna cosa!!!,16378975,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Home el que està clar es que el model d’Estat que ha generat DA amb instituts i cosssos especials per tot arreu no s’aguanta. Sigui la esquerra o la dreta algú hi ha de fer alguna cosa!!!
